"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Reporting_Airline","DOT_ID_Reporting_Airline","IATA_CODE_Reporting_Airline","Tail_Number","Flight_Number_Reporting_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2024,1,2,2,5,2024-02-02,"AA",19805,"AA","N650AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1228",-2.00,0.00,0.00,-1,"1200-1259",11.00,"1239","1450",7.00,"1500","1457",-3.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,89.00,71.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,3,6,2024-02-03,"AA",19805,"AA","N111US","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1219",-11.00,0.00,0.00,-1,"1200-1259",22.00,"1241","1442",6.00,"1500","1448",-12.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,89.00,61.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,4,7,2024-02-04,"AA",19805,"AA","N111US","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1254",24.00,24.00,1.00,1,"1200-1259",17.00,"1311","1513",11.00,"1500","1524",24.00,24.00,1.00,1,"1500-1559",0.00,"",0.00,90.00,90.00,62.00,1.00,455.00,2,0.00,0.00,0.00,0.00,24.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,5,1,2024-02-05,"AA",19805,"AA","N667AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1628",238.00,238.00,1.00,12,"1200-1259",12.00,"1640","1841",5.00,"1500","1846",226.00,226.00,1.00,12,"1500-1559",0.00,"",0.00,90.00,78.00,61.00,1.00,455.00,2,5.00,0.00,0.00,0.00,221.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,6,2,2024-02-06,"AA",19805,"AA","N601AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1223",-7.00,0.00,0.00,-1,"1200-1259",11.00,"1234","1445",5.00,"1500","1450",-10.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,87.00,71.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,7,3,2024-02-07,"AA",19805,"AA","N669AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1255",25.00,25.00,1.00,1,"1200-1259",18.00,"1313","1522",9.00,"1500","1531",31.00,31.00,1.00,2,"1500-1559",0.00,"",0.00,90.00,96.00,69.00,1.00,455.00,2,0.00,0.00,6.00,0.00,25.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,8,4,2024-02-08,"AA",19805,"AA","N601AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1236",6.00,6.00,0.00,0,"1200-1259",86.00,"1402","1612",11.00,"1500","1623",83.00,83.00,1.00,5,"1500-1559",0.00,"",0.00,90.00,167.00,70.00,1.00,455.00,2,0.00,6.00,77.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,9,5,2024-02-09,"AA",19805,"AA","N673AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1226",-4.00,0.00,0.00,-1,"1200-1259",16.00,"1242","1448",8.00,"1500","1456",-4.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,90.00,66.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,10,6,2024-02-10,"AA",19805,"AA","N652AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1228",-2.00,0.00,0.00,-1,"1200-1259",10.00,"1238","1447",9.00,"1500","1456",-4.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,88.00,69.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,11,7,2024-02-11,"AA",19805,"AA","N665AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1238",8.00,8.00,0.00,0,"1200-1259",13.00,"1251","1500",10.00,"1500","1510",10.00,10.00,0.00,0,"1500-1559",0.00,"",0.00,90.00,92.00,69.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,12,1,2024-02-12,"AA",19805,"AA","N669AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1241",11.00,11.00,0.00,0,"1200-1259",9.00,"1250","1458",4.00,"1500","1502",2.00,2.00,0.00,0,"1500-1559",0.00,"",0.00,90.00,81.00,68.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,13,2,2024-02-13,"AA",19805,"AA","N658AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1224",-6.00,0.00,0.00,-1,"1200-1259",12.00,"1236","1440",7.00,"1500","1447",-13.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,83.00,64.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,14,3,2024-02-14,"AA",19805,"AA","N655AW","298",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1230","1220",-10.00,0.00,0.00,-1,"1200-1259",7.00,"1227","1433",7.00,"1500","1440",-20.00,0.00,0.00,-2,"1500-1559",0.00,"",0.00,90.00,80.00,66.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,1,4,2024-02-01,"AA",19805,"AA","N766US","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0627",-3.00,0.00,0.00,-1,"0600-0659",16.00,"0643","0845",6.00,"0905","0851",-14.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,84.00,62.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,2,5,2024-02-02,"AA",19805,"AA","N745VJ","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0630",0.00,0.00,0.00,0,"0600-0659",10.00,"0640","0849",10.00,"0905","0859",-6.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,89.00,69.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,3,6,2024-02-03,"AA",19805,"AA","N766US","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0625",-5.00,0.00,0.00,-1,"0600-0659",12.00,"0637","0836",10.00,"0905","0846",-19.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,95.00,81.00,59.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,4,7,2024-02-04,"AA",19805,"AA","N833AW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0636",6.00,6.00,0.00,0,"0600-0659",15.00,"0651","0858",9.00,"0905","0907",2.00,2.00,0.00,0,"0900-0959",0.00,"",0.00,95.00,91.00,67.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,5,1,2024-02-05,"AA",19805,"AA","N814AW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","",,,,,"0600-0659",,"","",,"0905","",,,,,"0900-0959",1.00,"B",0.00,95.00,,,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,6,2,2024-02-06,"AA",19805,"AA","N765US","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0627",-3.00,0.00,0.00,-1,"0600-0659",11.00,"0638","0843",9.00,"0905","0852",-13.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,85.00,65.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,7,3,2024-02-07,"AA",19805,"AA","N767UW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0625",-5.00,0.00,0.00,-1,"0600-0659",12.00,"0637","0842",10.00,"0905","0852",-13.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,87.00,65.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,8,4,2024-02-08,"AA",19805,"AA","N802AW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0623",-7.00,0.00,0.00,-1,"0600-0659",23.00,"0646","0855",14.00,"0905","0909",4.00,4.00,0.00,0,"0900-0959",0.00,"",0.00,95.00,106.00,69.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,9,5,2024-02-09,"AA",19805,"AA","N755US","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0626",-4.00,0.00,0.00,-1,"0600-0659",9.00,"0635","0840",12.00,"0905","0852",-13.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,86.00,65.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,10,6,2024-02-10,"AA",19805,"AA","N664AW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0623",-7.00,0.00,0.00,-1,"0600-0659",9.00,"0632","0844",13.00,"0905","0857",-8.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,94.00,72.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,11,7,2024-02-11,"AA",19805,"AA","N757UW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0621",-9.00,0.00,0.00,-1,"0600-0659",15.00,"0636","0843",4.00,"0905","0847",-18.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,95.00,86.00,67.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,12,1,2024-02-12,"AA",19805,"AA","N771XF","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0619",-11.00,0.00,0.00,-1,"0600-0659",10.00,"0629","0838",5.00,"0905","0843",-22.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,95.00,84.00,69.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,13,2,2024-02-13,"AA",19805,"AA","N838AW","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0622",-8.00,0.00,0.00,-1,"0600-0659",10.00,"0632","0838",15.00,"0905","0853",-12.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,95.00,91.00,66.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,14,3,2024-02-14,"AA",19805,"AA","N722US","543",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0630","0629",-1.00,0.00,0.00,-1,"0600-0659",10.00,"0639","0845",4.00,"0905","0849",-16.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,95.00,80.00,66.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
